Country,Impressions,Status
Canada,410000000,Parent results
United Kingdom,420000000,Parent results
United States,4400000000,Parent results
Canada,1100000000,Not Parent results
United Kingdom,1200000000,Not Parent results
United States,8500000000,Not Parent results
Canada,1900000000,unknown parent results
United Kingdom,1900000000,unknown parent results
United States,21000000000,unknown parent results
