Country,Impressions,Status
Canada,480000000,Parent results
United Kingdom,530000000,Parent results
United States,6700000000,Parent results
Canada,1100000000,Not Parent results
United Kingdom,1100000000,Not Parent results
United States,9000000000,Not Parent results
Canada,980000000,unknown parent results
United Kingdom,1100000000,unknown parent results
United States,10000000000,unknown parent results
