Country,Impressions,Status
Canada,120000000,Parent results
United Kingdom,160000000,Parent results
United States,1400000000,Parent results
Canada,480000000,Not Parent results
United Kingdom,590000000,Not Parent results
United States,3300000000,Not Parent results
Canada,510000000,unknown parent results
United Kingdom,580000000,unknown parent results
United States,5000000000,unknown parent results
