Country,Impressions,Status
Canada,60000000,Parent results
United Kingdom,190000000,Parent results
United States,1400000000,Parent results
Canada,270000000,Not Parent results
United Kingdom,790000000,Not Parent results
United States,3000000000,Not Parent results
Canada,330000000,unknown parent results
United Kingdom,1400000000,unknown parent results
United States,5400000000,unknown parent results
