Country,Impressions,Status
Canada,120000000,Parent results
United Kingdom,290000000,Parent results
United States,1500000000,Parent results
Canada,410000000,Not Parent results
United Kingdom,890000000,Not Parent results
United States,3100000000,Not Parent results
Canada,490000000,unknown parent results
United Kingdom,1100000000,unknown parent results
United States,4600000000,unknown parent results
