Country,Impressions,Status
Canada,4300000,Parent results
United Kingdom,680000,Parent results
United States,76000000,Parent results
Canada,6300000,Not Parent results
United Kingdom,1500000,Not Parent results
United States,93000000,Not Parent results
Canada,370000,unknown parent results
United Kingdom,20000,unknown parent results
United States,6900000,unknown parent results
