Country,Impressions,Gender
Canada,40000,male results
United Kingdom,130000,male results
United States,390000,male results
Canada,70000,female results
United Kingdom,200000,female results
United States,380000,female results
Canada,110000,female and male results
United Kingdom,320000,female and male results
United States,770000,female and male results
Canada,500,unknown gender
United Kingdom,20000,unknown gender
United States,50000,unknown gender
