Country,Impressions,Status
Canada,700000000,Parent results
United Kingdom,590000000,Parent results
United States,10000000000,Parent results
Canada,1900000000,Not Parent results
United Kingdom,1800000000,Not Parent results
United States,18000000000,Not Parent results
Canada,3800000000,unknown parent results
United Kingdom,5100000000,unknown parent results
United States,41000000000,unknown parent results
