Country,Impressions,Status
Canada,2100000,Parent results
United Kingdom,2100000,Parent results
United States,39000000,Parent results
Canada,5500000,Not Parent results
United Kingdom,5000000,Not Parent results
United States,59000000,Not Parent results
Canada,340000,unknown parent results
United Kingdom,270000,unknown parent results
United States,4400000,unknown parent results
