Country,Impressions,Gender
Canada,21000000,male results
United Kingdom,28000000,male results
United States,350000000,male results
Canada,34000000,female results
United Kingdom,49000000,female results
United States,600000000,female results
Canada,55000000,female and male results
United Kingdom,76000000,female and male results
United States,950000000,female and male results
Canada,2900000,unknown gender
United Kingdom,4300000,unknown gender
United States,47000000,unknown gender
