Country,Impressions,Status
Canada,800000000,Parent results
United Kingdom,1500000000,Parent results
United States,11000000000,Parent results
Canada,1700000000,Not Parent results
United Kingdom,2900000000,Not Parent results
United States,15000000000,Not Parent results
Canada,2300000000,unknown parent results
United Kingdom,4200000000,unknown parent results
United States,21000000000,unknown parent results
