Country,Impressions,Status
Canada,11000000,Parent results
United Kingdom,26000000,Parent results
United States,180000000,Parent results
Canada,21000000,Not Parent results
United Kingdom,50000000,Not Parent results
United States,230000000,Not Parent results
Canada,1100000,unknown parent results
United Kingdom,1400000,unknown parent results
United States,17000000,unknown parent results
