Country,Impressions,Gender
Canada,2600000,male results
United Kingdom,1000000,male results
United States,46000000,male results
Canada,5200000,female results
United Kingdom,3300000,female results
United States,92000000,female results
Canada,7800000,female and male results
United Kingdom,4300000,female and male results
United States,140000000,female and male results
Canada,280000,unknown gender
United Kingdom,50000,unknown gender
United States,4100000,unknown gender
