Country,Impressions,Status
Canada,2300000,Parent results
United Kingdom,1700000,Parent results
United States,58000000,Parent results
Canada,5600000,Not Parent results
United Kingdom,2600000,Not Parent results
United States,80000000,Not Parent results
Canada,270000,unknown parent results
United Kingdom,90000,unknown parent results
United States,5000000,unknown parent results
,,
