Country,Impressions,Status
Canada,1200000000,Parent results
United Kingdom,530000000,Parent results
United States,6000000000,Parent results
Canada,3000000000,Not Parent results
United Kingdom,1500000000,Not Parent results
United States,9400000000,Not Parent results
Canada,2800000000,unknown parent results
United Kingdom,2200000000,unknown parent results
United States,13000000000,unknown parent results
