Country,Impressions,Gender
Canada,4500000,male results
United Kingdom,12000000,male results
United States,76000000,male results
Canada,4000000,female results
United Kingdom,7500000,female results
United States,49000000,female results
Canada,8500000,female and male results
United Kingdom,19000000,female and male results
United States,120000000,female and male results
Canada,350000,unknown gender
United Kingdom,650000,unknown gender
United States,4900000,unknown gender
