Country,Impressions,Gender
Canada,40000,male results
United Kingdom,20000,male results
United States,560000,male results
Canada,90000,female results
United Kingdom,30000,female results
United States,1500000,female results
Canada,130000,female and male results
United Kingdom,50000,female and male results
United States,2100000,female and male results
Canada,30000,unknown gender
United Kingdom,50000,unknown gender
United States,90000,unknown gender
