Country,Impressions,Status
Canada,30000,Parent results
United Kingdom,1000,Parent results
United States,400000,Parent results
Canada,100000,Not Parent results
United Kingdom,40000,Not Parent results
United States,1700000,Not Parent results
Canada,20000,unknown parent results
United Kingdom,60000,unknown parent results
United States,50000,unknown parent results
