Country,Impressions,Status
Canada,620000000,Parent results
United Kingdom,1400000000,Parent results
United States,8500000000,Parent results
Canada,1800000000,Not Parent results
United Kingdom,4200000000,Not Parent results
United States,18000000000,Not Parent results
Canada,2900000000,unknown parent results
United Kingdom,7100000000,unknown parent results
United States,26000000000,unknown parent results
