Country,Impressions,Status
Canada,170000000,Parent results
United Kingdom,390000000,Parent results
United States,3200000000,Parent results
Canada,370000000,Not Parent results
United Kingdom,870000000,Not Parent results
United States,5100000000,Not Parent results
Canada,690000000,unknown parent results
United Kingdom,2400000000,unknown parent results
United States,12000000000,unknown parent results
