Country,Impressions,Status
Canada,250000000,Parent results
United Kingdom,450000000,Parent results
United States,3300000000,Parent results
Canada,840000000,Not Parent results
United Kingdom,1500000000,Not Parent results
United States,6400000000,Not Parent results
Canada,950000000,unknown parent results
United Kingdom,1400000000,unknown parent results
United States,7300000000,unknown parent results
