Country,Impressions,Status
Canada,240000000,Parent results
United Kingdom,260000000,Parent results
United States,3400000000,Parent results
Canada,420000000,Not Parent results
United Kingdom,510000000,Not Parent results
United States,4300000000,Not Parent results
Canada,200000000,unknown parent results
United Kingdom,300000000,unknown parent results
United States,2800000000,unknown parent results
