Country,Impressions,Gender
Canada,240000,male results
United Kingdom,30000,male results
United States,6400000,male results
Canada,190000,female results
United Kingdom,10000,female results
United States,3200000,female results
Canada,430000,female and male results
United Kingdom,40000,female and male results
United States,9600000,female and male results
Canada,1100000,unknown gender
United Kingdom,20000,unknown gender
United States,5800000,unknown gender
