Country,Impressions,Status
Canada,110000,Parent results
United Kingdom,900,Parent results
United States,60000,Parent results
Canada,7000,Not Parent results
United Kingdom,20000,Not Parent results
United States,230000,Not Parent results
Canada,40,unknown parent results
United Kingdom,0,unknown parent results
United States,600,unknown parent results
