Country,Impressions,Gender
Canada,90000,male results
United Kingdom,50000,male results
United States,1100000,male results
Canada,40000,female results
United Kingdom,20000,female results
United States,490000,female results
Canada,130000,female and male results
United Kingdom,100000,female and male results
United States,1600000,female and male results
Canada,1000000,unknown gender
United Kingdom,2300000,unknown gender
United States,5900000,unknown gender
