Country,Impressions,Gender
Canada,190000,male results
United Kingdom,90000,male results
United States,3700000,male results
Canada,160000,female results
United Kingdom,60000,female results
United States,1500000,female results
Canada,350000,female and male results
United Kingdom,150000,female and male results
United States,5300000,female and male results
Canada,1900000,unknown gender
United Kingdom,3900000,unknown gender
United States,17000000,unknown gender
