Country,Impressions,Status
Canada,900000,Parent results
United Kingdom,1900000,Parent results
United States,31000000,Parent results
Canada,2600000,Not Parent results
United Kingdom,5100000,Not Parent results
United States,37000000,Not Parent results
Canada,80000,unknown parent results
United Kingdom,430000,unknown parent results
United States,6200000,unknown parent results
