Country,Impressions,Gender
Canada,2100000,male results
United Kingdom,2800000,male results
United States,21000000,male results
Canada,1600000,female results
United Kingdom,5400000,female results
United States,20000000,female results
Canada,3700000,female and male results
United Kingdom,8200000,female and male results
United States,41000000,female and male results
Canada,90000,unknown gender
United Kingdom,300000,unknown gender
United States,3900000,unknown gender
