Country,Impressions,Gender
Canada,320000,male results
United Kingdom,430000,male results
United States,5600000,male results
Canada,790000,female results
United Kingdom,400000,female results
United States,10000000,female results
Canada,1100000,female and male results
United Kingdom,830000,female and male results
United States,16000000,female and male results
Canada,190000,unknown gender
United Kingdom,120000,unknown gender
United States,630000,unknown gender
