Country,Impressions,Status
Canada,570000000,Parent results
United Kingdom,370000000,Parent results
United States,6700000000,Parent results
Canada,1500000000,Not Parent results
United Kingdom,1200000000,Not Parent results
United States,13000000000,Not Parent results
Canada,2300000000,unknown parent results
United Kingdom,1800000000,unknown parent results
United States,19000000000,unknown parent results
