Country,Impressions,Status
Canada,90000,Parent results
United Kingdom,90000,Parent results
United States,780000,Parent results
Canada,140000,Not Parent results
United Kingdom,190000,Not Parent results
United States,1700000,Not Parent results
Canada,1000,unknown parent results
United Kingdom,2000,unknown parent results
United States,240000,unknown parent results
