Country,Impressions,Gender
Canada,80000,male results
United Kingdom,70000,male results
United States,890000,male results
Canada,160000,female results
United Kingdom,150000,female results
United States,1700000,female results
Canada,240000,female and male results
United Kingdom,220000,female and male results
United States,2600000,female and male results
Canada,800,unknown gender
United Kingdom,60000,unknown gender
United States,110000,unknown gender
